maker,model,mileage,manufacture_year,engine_displacement,engine_power,body_type,color_slug,stk_year,transmission,door_count,seat_count,fuel_type,date_created,date_last_seen,price_eur
kia,rio,12000.0,2013.0,1248.0,63.0,van,grey,2017.0,man,5.0,5.0,gasoline,2016-01-16 18:08:37.2493+00,2016-01-20 11:48:42.276427+00,10509.0
citroen,c3,49990.0,2005.0,1360.0,54.0,convertible,grey,2016.0,man,2.0,4.0,gasoline,2016-01-16 18:09:25.260262+00,2016-01-20 11:49:00.457741+00,4450.0
opel,astra,206000.0,2008.0,1686.0,81.0,van,white,2016.0,man,4.0,5.0,diesel,2016-01-16 19:35:58.828028+00,2016-01-20 11:52:23.845965+00,5500.0
toyota,yaris,75530.0,2011.0,1364.0,66.0,compact,red,2016.0,man,5.0,5.0,diesel,2016-01-16 19:35:59.604545+00,2016-01-20 11:52:27.517129+00,9890.0
toyota,yaris,44200.0,2013.0,998.0,51.0,compact,silver,2016.0,man,5.0,5.0,gasoline,2016-01-16 19:35:59.709396+00,2016-01-20 11:52:28.894028+00,10890.0
ford,galaxy,200000.0,2004.0,2295.0,103.0,van,green,2016.0,man,4.0,7.0,gasoline,2016-01-16 19:36:00.86615+00,2016-01-20 11:52:33.287518+00,3500.0
fiat,punto,133699.0,1995.0,1242.0,54.0,compact,blue,2016.0,man,2.0,5.0,gasoline,2016-01-16 19:36:01.187448+00,2016-01-20 11:52:36.449913+00,895.0
kia,picanto,38000.0,2007.0,999.0,45.0,van,black,2016.0,man,4.0,5.0,gasoline,2016-01-16 19:36:22.357931+00,2016-01-20 11:53:48.997766+00,4250.0
ford,s-max,180000.0,2006.0,1999.0,107.0,van,grey,2016.0,man,4.0,7.0,gasoline,2016-01-16 20:39:42.658145+00,2016-01-20 11:58:06.751624+00,7750.0
fiat,500,148386.0,2008.0,1242.0,51.0,compact,white,2016.0,man,2.0,4.0,gasoline,2016-01-16 20:39:45.848104+00,2016-01-20 11:58:21.80873+00,6750.0
mini,one,76000.0,2012.0,1600.0,66.0,compact,blue,2016.0,man,3.0,5.0,diesel,2016-01-16 20:39:46.448175+00,2016-01-20 11:58:26.508386+00,9900.0
citroen,c4,20006.0,2006.0,1560.0,80.0,coupe,grey,2017.0,man,3.0,5.0,diesel,2016-01-16 20:39:47.749104+00,2016-07-03 16:55:49.544957+00,1500.0
toyota,aygo,95983.0,2007.0,998.0,50.0,compact,red,2016.0,man,4.0,4.0,gasoline,2016-01-16 20:39:50.449354+00,2016-01-20 11:58:37.563409+00,9400.0
opel,agila,78800.0,2008.0,996.0,48.0,compact,red,2017.0,man,5.0,5.0,gasoline,2016-01-16 20:39:54.37979+00,2016-01-20 11:58:54.400832+00,4890.0
seat,ibiza,169000.0,2002.0,1390.0,74.0,compact,green,2016.0,man,2.0,5.0,gasoline,2016-01-16 20:39:55.004503+00,2016-01-20 12:19:06.818946+00,2500.0
citroen,c1,97140.0,2009.0,998.0,50.0,compact,white,2017.0,man,4.0,4.0,gasoline,2016-01-16 20:39:55.191027+00,2016-01-20 12:19:07.001388+00,5250.0
toyota,aygo,102000.0,2009.0,998.0,50.0,compact,black,2017.0,man,2.0,4.0,gasoline,2016-01-16 20:39:56.408008+00,2016-01-20 12:19:15.22226+00,4850.0
opel,corsa,47870.0,2011.0,1398.0,74.0,van,blue,2017.0,man,2.0,5.0,gasoline,2016-01-16 20:39:57.082195+00,2016-01-20 12:19:20.964364+00,9750.0
chevrolet,matiz,94000.0,2006.0,796.0,38.0,compact,blue,2017.0,man,4.0,5.0,gasoline,2016-01-16 20:40:00.193121+00,2016-01-20 12:19:37.368129+00,2700.0
hyundai,i30,65000.0,2007.0,1591.0,90.0,van,black,2016.0,man,5.0,5.0,gasoline,2016-01-16 20:40:00.28687+00,2016-01-20 12:19:38.183801+00,6895.0
suzuki,alto,38257.0,2011.0,996.0,50.0,compact,white,2017.0,man,4.0,4.0,gasoline,2016-01-16 20:40:08.840387+00,2016-01-20 12:19:50.781616+00,5950.0
nissan,micra,99889.0,2006.0,1240.0,48.0,compact,black,2016.0,man,4.0,5.0,gasoline,2016-01-16 20:40:09.209498+00,2016-01-20 12:19:47.922444+00,4650.0
mazda,mx-5,78700.0,2010.0,1798.0,93.0,convertible,black,2017.0,man,2.0,2.0,gasoline,2016-01-16 21:24:11.916484+00,2016-01-20 12:20:31.88389+00,13500.0
porsche,911,38920.0,2011.0,3800.0,283.0,coupe,white,2017.0,man,2.0,4.0,gasoline,2016-01-16 21:24:14.108026+00,2016-01-20 12:21:10.717516+00,69911.0
audi,a3,91500.0,2007.0,1595.0,75.0,compact,black,2016.0,auto,4.0,5.0,gasoline,2016-01-16 21:24:14.579731+00,2016-01-20 12:21:14.728907+00,9600.0
ford,mustang,140000.0,2000.0,3600.0,146.0,convertible,red,2016.0,auto,2.0,4.0,gasoline,2016-01-16 21:24:16.323007+00,2016-01-20 12:21:35.635801+00,15600.0
opel,astra,248965.0,1998.0,1598.0,55.0,compact,red,2016.0,man,2.0,5.0,gasoline,2016-01-16 21:24:16.861376+00,2016-01-20 12:21:38.387869+00,875.0
citroen,berlingo,200000.0,2009.0,1560.0,80.0,van,red,2016.0,man,5.0,5.0,diesel,2016-01-16 21:24:17.552671+00,2016-01-20 12:21:40.531093+00,4990.0
honda,fr-v,69512.0,2009.0,1799.0,103.0,van,grey,2016.0,man,4.0,6.0,gasoline,2016-01-16 21:24:20.432352+00,2016-01-20 12:21:54.963983+00,12150.0
seat,ibiza,197089.0,2001.0,1595.0,74.0,compact,blue,2016.0,man,2.0,5.0,gasoline,2016-01-16 21:24:22.504665+00,2016-01-20 12:22:03.754239+00,1550.0
opel,corsa,128748.0,2011.0,1248.0,70.0,compact,grey,2017.0,man,2.0,5.0,diesel,2016-01-16 21:24:23.775275+00,2016-01-20 12:22:08.279745+00,7500.0
mitsubishi,l200,82400.0,2007.0,2477.0,123.0,transporter,black,2017.0,auto,4.0,5.0,diesel,2016-01-16 21:24:23.848295+00,2016-01-20 12:22:08.488087+00,13000.0
opel,corsa,102200.0,2003.0,1199.0,55.0,compact,grey,2016.0,man,2.0,5.0,gasoline,2016-01-16 21:24:35.255225+00,2016-01-20 12:22:30.010107+00,2450.0
ford,fiesta,49000.0,2008.0,1242.0,55.0,compact,black,2018.0,man,4.0,5.0,gasoline,2016-01-16 22:42:16.027706+00,2016-01-20 12:25:00.754575+00,4999.0
opel,zafira,134000.0,2002.0,1995.0,74.0,van,yellow,2016.0,man,4.0,2.0,diesel,2016-01-16 22:42:16.982664+00,2016-01-20 12:25:04.110863+00,1999.0
ford,ka,140000.0,1999.0,1299.0,44.0,compact,grey,2017.0,man,2.0,4.0,gasoline,2016-01-16 22:42:21.610313+00,2016-01-20 12:25:16.544971+00,900.0
seat,ibiza,194000.0,2002.0,1390.0,55.0,compact,green,2017.0,man,2.0,5.0,gasoline,2016-01-16 22:42:35.20501+00,2016-01-20 12:26:03.346512+00,2350.0
smart,fortwo,90000.0,2005.0,799.0,30.0,coupe,grey,2017.0,auto,3.0,2.0,diesel,2016-01-16 22:44:10.505941+00,2016-01-20 12:26:24.987603+00,3900.0
opel,zafira,154000.0,2000.0,1796.0,85.0,van,blue,2017.0,man,4.0,7.0,gasoline,2016-01-16 23:25:55.253119+00,2016-01-20 12:29:18.681381+00,2290.0
opel,tigra,137500.0,2005.0,1364.0,66.0,convertible,blue,2016.0,man,2.0,2.0,gasoline,2016-01-16 23:25:58.627304+00,2016-01-23 00:42:41.966213+00,3999.0
audi,coupe,245000.0,2000.0,1781.0,132.0,coupe,grey,2016.0,man,2.0,4.0,gasoline,2016-01-16 23:26:10.47404+00,2016-01-20 12:27:34.936404+00,4400.0
smart,fortwo,111270.0,2007.0,799.0,33.0,compact,black,2016.0,auto,2.0,2.0,diesel,2016-01-16 23:45:15.184825+00,2016-01-20 12:29:03.523495+00,3999.0
kia,picanto,110000.0,2008.0,1086.0,48.0,van,black,2016.0,man,4.0,5.0,gasoline,2016-01-16 23:45:18.158103+00,2016-07-03 18:39:12.049836+00,4550.0
opel,tigra,137500.0,2005.0,1364.0,66.0,coupe,blue,2016.0,man,2.0,2.0,gasoline,2016-01-16 23:46:57.178398+00,2016-01-20 12:29:17.684274+00,3999.0
citroen,c4,100000.0,2005.0,1997.0,130.0,coupe,red,2016.0,man,3.0,5.0,gasoline,2016-01-17 00:31:02.252826+00,2016-01-20 12:29:54.068327+00,4000.0
kia,picanto,113599.0,2008.0,1086.0,48.0,van,black,2016.0,man,4.0,5.0,gasoline,2016-01-17 00:31:04.229418+00,2016-01-20 12:30:56.398421+00,4450.0
smart,fortwo,5700.0,2014.0,898.0,86.0,compact,orange,2017.0,man,2.0,2.0,gasoline,2016-01-17 01:37:56.656709+00,2016-01-20 12:43:29.688995+00,14700.0
smart,fortwo,5700.0,2014.0,898.0,86.0,compact,orange,2017.0,man,2.0,2.0,gasoline,2016-01-17 01:37:57.140094+00,2016-01-20 12:43:50.650319+00,12999.0
ford,fiesta,180000.0,2000.0,1299.0,44.0,compact,silver,2016.0,man,4.0,5.0,gasoline,2016-01-17 01:37:58.395031+00,2016-01-20 12:44:50.975438+00,999.0
smart,fortwo,27702.0,2009.0,999.0,52.0,convertible,silver,2017.0,auto,2.0,2.0,gasoline,2016-01-17 01:38:02.515815+00,2016-01-20 12:47:12.924338+00,6480.0
toyota,verso,69100.0,2013.0,1798.0,108.0,van,blue,2016.0,man,4.0,5.0,gasoline,2016-01-17 01:38:04.145024+00,2016-01-20 12:48:18.186074+00,13950.0
smart,fortwo,33000.0,2001.0,599.0,33.0,compact,black,2017.0,auto,2.0,2.0,gasoline,2016-01-17 01:38:04.778579+00,2016-01-20 12:48:37.28117+00,2690.0
mercedes-benz,vito,417200.0,2011.0,2143.0,100.0,van,beige,2016.0,auto,4.0,9.0,diesel,2016-01-17 02:08:12.397571+00,2016-01-20 12:51:22.814603+00,9850.0
hyundai,i20,78000.0,2011.0,1396.0,74.0,compact,black,2018.0,man,4.0,5.0,gasoline,2016-01-17 02:54:35.083607+00,2016-01-20 12:52:32.603051+00,5800.0
skoda,fabia,89640.0,2008.0,1390.0,63.0,compact,red,2018.0,man,4.0,5.0,gasoline,2016-01-17 02:54:37.570979+00,2016-01-20 12:52:40.430868+00,5920.0
honda,civic,200250.0,2004.0,1590.0,81.0,compact,red,2016.0,man,2.0,5.0,gasoline,2016-01-17 02:54:37.734786+00,2016-01-20 12:52:41.214664+00,3500.0
opel,zafira,177800.0,2005.0,1796.0,92.0,van,blue,2016.0,man,4.0,7.0,gasoline,2016-01-17 03:13:47.979253+00,2016-07-03 17:08:08.324171+00,2800.0
ford,ka,99800.0,2004.0,1299.0,51.0,compact,black,2017.0,man,2.0,4.0,gasoline,2016-01-17 03:13:48.092993+00,2016-01-20 12:53:17.23443+00,2250.0
smart,fortwo,78600.0,2008.0,999.0,52.0,compact,black,2018.0,auto,2.0,2.0,gasoline,2016-01-17 03:13:48.241041+00,2016-01-20 12:53:17.814035+00,4250.0
nissan,micra,145000.0,2001.0,998.0,44.0,compact,silver,2018.0,auto,2.0,5.0,gasoline,2016-01-17 03:13:52.541156+00,2016-01-20 12:53:30.01895+00,1499.0
mini,cooper-s,72100.0,2005.0,1598.0,125.0,convertible,black,2018.0,man,2.0,4.0,gasoline,2016-01-17 03:13:56.020785+00,2016-01-20 13:15:55.04785+00,11490.0
ford,fiesta,108600.0,1994.0,1299.0,44.0,compact,green,2016.0,man,2.0,5.0,gasoline,2016-01-17 03:13:57.398255+00,2016-01-20 13:15:58.81798+00,999.0
mitsubishi,outlander,55180.0,2012.0,2268.0,130.0,van,black,2018.0,man,5.0,5.0,diesel,2016-01-17 03:13:59.329249+00,2016-01-20 13:16:44.788207+00,17900.0
ford,galaxy,250000.0,2001.0,2295.0,107.0,van,green,2016.0,auto,4.0,7.0,gasoline,2016-01-17 03:14:00.116139+00,2016-01-20 13:16:04.350001+00,1950.0
seat,ibiza,85200.0,2008.0,1390.0,63.0,compact,black,2016.0,man,2.0,5.0,gasoline,2016-01-17 03:38:00.416674+00,2016-01-20 13:17:25.293044+00,4490.0
hyundai,i20,44500.0,2013.0,1120.0,55.0,compact,red,2016.0,man,4.0,5.0,diesel,2016-01-17 03:38:03.02879+00,2016-01-20 13:17:38.054365+00,7900.0
ford,grand-c-max,80000.0,2012.0,1997.0,103.0,van,grey,2017.0,man,4.0,7.0,diesel,2016-01-17 03:38:19.55676+00,2016-01-20 13:17:49.375783+00,12500.0
opel,agila,49850.0,2006.0,1229.0,59.0,compact,orange,2018.0,man,4.0,4.0,gasoline,2016-01-17 04:42:37.953779+00,2016-07-03 16:56:06.025598+00,2750.0
toyota,corolla-verso,192734.0,2002.0,1598.0,81.0,van,grey,2017.0,man,4.0,5.0,gasoline,2016-01-17 04:42:40.168378+00,2016-07-03 16:55:32.167447+00,3299.0
audi,s5,43000.0,2009.0,4163.0,260.0,coupe,blue,2016.0,auto,2.0,4.0,gasoline,2016-01-17 07:05:38.132185+00,2016-01-20 13:45:28.047828+00,32000.0
opel,meriva,158553.0,2007.0,1598.0,77.0,van,blue,2017.0,auto,4.0,5.0,gasoline,2016-01-17 07:39:45.896074+00,2016-01-20 13:48:40.953621+00,4450.0
smart,fortwo,110000.0,2009.0,799.0,40.0,coupe,black,2017.0,auto,2.0,2.0,diesel,2016-01-17 07:39:48.969748+00,2016-01-20 13:48:54.158127+00,6500.0
opel,corsa,127896.0,1993.0,1389.0,44.0,compact,blue,2016.0,auto,2.0,5.0,gasoline,2016-01-17 08:52:15.445053+00,2016-01-20 13:52:37.664147+00,799.0
opel,meriva,194869.0,2007.0,1598.0,77.0,van,silver,2017.0,man,4.0,5.0,gasoline,2016-01-17 08:52:15.785131+00,2016-01-20 13:52:38.295077+00,3498.0
opel,meriva,194870.0,2007.0,1598.0,77.0,van,silver,2017.0,man,4.0,5.0,gasoline,2016-01-17 08:52:16.501586+00,2016-01-20 13:52:43.978945+00,3498.0
ford,galaxy,166000.0,2001.0,1896.0,66.0,van,black,2016.0,man,4.0,5.0,diesel,2016-01-17 08:52:18.211891+00,2016-07-03 17:08:22.578141+00,3200.0
mercedes-benz,vito,338900.0,2006.0,2148.0,110.0,transporter,blue,2017.0,auto,4.0,6.0,diesel,2016-01-17 08:52:31.121973+00,2016-07-03 17:05:30.261965+00,4500.0
mini,cooper,200000.0,2002.0,1598.0,85.0,compact,green,2016.0,man,2.0,4.0,gasoline,2016-01-17 08:52:31.401679+00,2016-01-20 13:53:46.757803+00,4250.0
ford,focus,280000.0,1999.0,1596.0,74.0,compact,blue,2016.0,man,4.0,5.0,gasoline,2016-01-17 08:52:48.531074+00,2016-01-20 13:53:47.686946+00,800.0
bmw,z4,130000.0,2003.0,2494.0,141.0,convertible,grey,2016.0,auto,2.0,2.0,gasoline,2016-01-17 09:21:06.439268+00,2016-01-20 13:55:14.535662+00,10900.0
toyota,aygo,197000.0,2007.0,998.0,50.0,compact,black,2016.0,man,2.0,4.0,gasoline,2016-01-17 09:21:32.47138+00,2016-01-20 13:55:45.058923+00,2100.0
honda,civic,249875.0,1999.0,1493.0,84.0,compact,black,2016.0,man,2.0,5.0,gasoline,2016-01-17 09:21:37.884518+00,2016-01-20 13:56:21.824385+00,1500.0
bmw,m3,56000.0,2012.0,3999.0,309.0,coupe,white,2017.0,auto,2.0,4.0,gasoline,2016-01-17 09:21:38.173143+00,2016-01-20 13:56:23.857226+00,46999.0
chevrolet,aveo,68850.0,2009.0,1399.0,69.0,compact,grey,2018.0,man,4.0,5.0,gasoline,2016-01-17 09:21:38.554345+00,2016-01-20 13:56:25.040013+00,4500.0
ford,c-max,133173.0,2011.0,1560.0,85.0,van,grey,2016.0,man,4.0,5.0,diesel,2016-01-17 09:21:39.852609+00,2016-01-20 13:56:29.583745+00,14375.0
smart,fortwo,41000.0,2008.0,999.0,52.0,convertible,yellow,2017.0,auto,2.0,2.0,gasoline,2016-01-17 09:21:40.741623+00,2016-01-20 13:56:32.593887+00,5750.0
opel,corsa,127562.0,2009.0,1598.0,110.0,compact,black,2016.0,man,4.0,5.0,gasoline,2016-01-17 09:55:10.269963+00,2016-01-20 13:57:37.836814+00,8250.0
opel,corsa,232883.0,2000.0,1199.0,48.0,compact,black,2016.0,man,2.0,5.0,gasoline,2016-01-17 09:55:29.555521+00,2016-01-20 13:58:23.933613+00,650.0
jeep,wrangler,67700.0,2011.0,2776.0,147.0,other,white,2017.0,auto,5.0,5.0,diesel,2016-01-17 09:55:30.193618+00,2016-07-03 16:57:12.268178+00,25000.0
opel,astra,178000.0,1993.0,1984.0,85.0,convertible,violet,2017.0,man,2.0,4.0,gasoline,2016-01-17 09:55:31.104453+00,2016-01-20 13:58:29.437467+00,700.0
seat,ibiza,188000.0,2002.0,1198.0,47.0,compact,blue,2016.0,man,2.0,5.0,gasoline,2016-01-17 09:55:46.090002+00,2016-01-20 13:59:12.754624+00,1850.0
fiat,panda,133000.0,2004.0,1248.0,51.0,compact,green,2017.0,man,5.0,4.0,diesel,2016-01-17 09:55:46.694531+00,2016-01-20 13:59:14.602742+00,3000.0
citroen,c1,66153.0,2009.0,998.0,50.0,compact,red,2016.0,man,4.0,4.0,gasoline,2016-01-17 09:55:47.52441+00,2016-07-03 16:57:14.916942+00,4490.0
lexus,is-250,112947.0,2009.0,2500.0,153.0,convertible,black,2016.0,auto,2.0,4.0,gasoline,2016-01-17 09:55:51.229112+00,2016-07-03 18:52:39.847397+00,19490.0
mitsubishi,space,164539.0,2000.0,1834.0,90.0,van,grey,2016.0,man,4.0,5.0,gasoline,2016-01-17 09:55:51.780049+00,2016-07-03 16:57:15.091964+00,790.0
citroen,xsara-picasso,23000.0,2006.0,1587.0,80.0,van,silver,2017.0,man,5.0,5.0,gasoline,2016-01-17 09:55:52.532909+00,2016-01-20 13:59:26.970678+00,6000.0
nissan,note,186700.0,2006.0,1461.0,63.0,van,brown,2016.0,man,4.0,5.0,diesel,2016-01-17 09:55:56.923319+00,2016-07-03 16:57:16.408819+00,3950.0
smart,forfour,1.0,2016.0,1000.0,51.0,compact,silver,2020.0,man,4.0,4.0,gasoline,2016-01-17 09:56:00.061471+00,2016-01-20 14:00:49.366174+00,11500.0
honda,civic,78500.0,2002.0,1668.0,92.0,coupe,silver,2017.0,auto,2.0,5.0,gasoline,2016-01-17 09:56:00.413473+00,2016-01-20 14:00:32.060009+00,3900.0
toyota,starlet,111000.0,1995.0,1296.0,55.0,compact,red,2016.0,man,2.0,5.0,gasoline,2016-01-17 09:56:00.430639+00,2016-01-20 14:00:36.82011+00,790.0
hyundai,veloster,68953.0,2012.0,1591.0,103.0,coupe,orange,2017.0,man,4.0,4.0,gasoline,2016-01-17 09:56:45.360983+00,2016-07-03 18:52:39.872447+00,11500.0
opel,zafira,183000.0,2011.0,1686.0,92.0,van,grey,2018.0,man,5.0,7.0,diesel,2016-01-17 09:56:45.649834+00,2016-01-20 14:00:36.620111+00,7500.0
toyota,aygo,991.0,2015.0,998.0,51.0,compact,white,2018.0,man,4.0,4.0,gasoline,2016-01-17 10:21:24.409381+00,2016-01-20 14:01:07.833284+00,9890.0
opel,corsa,130000.0,2003.0,973.0,43.0,compact,silver,2016.0,man,2.0,5.0,gasoline,2016-01-17 10:21:26.80804+00,2016-01-20 14:01:20.531574+00,1990.0
nissan,micra,75000.0,2002.0,1348.0,60.0,compact,red,2018.0,auto,2.0,5.0,gasoline,2016-01-17 10:21:27.317501+00,2016-01-20 14:01:23.453986+00,2490.0
opel,astra,162500.0,1998.0,1598.0,55.0,compact,grey,2016.0,man,4.0,5.0,gasoline,2016-01-17 10:21:31.424695+00,2016-07-03 18:46:30.379211+00,1750.0
citroen,c4,178000.0,2005.0,1587.0,80.0,compact,blue,2016.0,man,4.0,5.0,gasoline,2016-01-17 10:21:32.399183+00,2016-01-20 14:01:45.079347+00,3250.0
citroen,c3-picasso,46000.0,2011.0,1560.0,66.0,transporter,black,2017.0,man,5.0,5.0,diesel,2016-01-17 10:21:33.389864+00,2016-07-03 16:57:05.163788+00,8200.0
ford,transit,124000.0,2008.0,2198.0,96.0,other,black,2016.0,man,5.0,5.0,diesel,2016-01-17 10:21:37.663146+00,2016-01-20 14:02:17.816242+00,10500.0
seat,altea,200000.0,2007.0,1896.0,77.0,van,black,2016.0,man,5.0,5.0,diesel,2016-01-17 10:21:40.932291+00,2016-01-20 14:02:39.51173+00,5500.0
nissan,almera-tino,135000.0,2001.0,1769.0,84.0,van,grey,2016.0,man,5.0,5.0,gasoline,2016-01-17 10:21:41.612449+00,2016-01-20 14:02:41.319753+00,1999.0
opel,astra,250000.0,2003.0,2198.0,108.0,compact,red,2016.0,man,2.0,5.0,gasoline,2016-01-17 11:40:13.508877+00,2016-01-20 14:04:16.236138+00,2500.0
seat,ibiza,181115.0,2006.0,1896.0,74.0,compact,grey,2016.0,man,2.0,5.0,diesel,2016-01-17 11:40:13.794556+00,2016-01-20 14:04:16.425216+00,4750.0
honda,civic,217000.0,1997.0,1590.0,77.0,coupe,green,2017.0,man,2.0,2.0,gasoline,2016-01-17 11:40:13.829876+00,2016-01-20 14:04:16.805988+00,1899.0
suzuki,alto,33200.0,2006.0,1061.0,46.0,compact,green,2017.0,auto,4.0,4.0,gasoline,2016-01-17 11:40:44.586049+00,2016-01-20 14:04:20.785424+00,3600.0
audi,coupe,122000.0,2007.0,1984.0,147.0,coupe,silver,2016.0,man,2.0,4.0,gasoline,2016-01-17 11:40:46.26252+00,2016-01-20 14:04:23.382047+00,12990.0
volvo,v40,79000.0,2012.0,1560.0,84.0,van,black,2016.0,man,4.0,5.0,diesel,2016-01-17 11:40:46.924351+00,2016-01-20 14:04:23.730211+00,17950.0
fiat,punto,75667.0,2010.0,1248.0,62.0,van,grey,2016.0,man,2.0,5.0,diesel,2016-01-17 11:40:53.346258+00,2016-01-20 14:04:39.719927+00,5950.0
fiat,500,16100.0,2011.0,1242.0,51.0,convertible,white,2018.0,man,2.0,4.0,gasoline,2016-01-17 11:40:53.561649+00,2016-01-20 14:04:40.484349+00,8500.0
seat,leon,180000.0,2002.0,1598.0,77.0,compact,black,2016.0,man,4.0,5.0,gasoline,2016-01-17 11:40:55.504044+00,2016-01-20 14:04:47.625233+00,3250.0
suzuki,sx4,95000.0,2006.0,1586.0,79.0,compact,grey,2016.0,man,4.0,5.0,gasoline,2016-01-17 11:40:56.207439+00,2016-01-20 14:05:02.723827+00,5000.0
opel,astra,238000.0,2000.0,1598.0,74.0,compact,black,2016.0,man,2.0,5.0,gasoline,2016-01-17 11:40:56.507001+00,2016-01-20 14:05:03.24723+00,1650.0
fiat,punto,162000.0,2002.0,1242.0,59.0,compact,gold,2017.0,auto,4.0,5.0,gasoline,2016-01-17 11:40:57.723896+00,2016-01-20 14:05:10.421491+00,2000.0
opel,zafira,185000.0,2000.0,1796.0,85.0,van,silver,2018.0,man,4.0,7.0,gasoline,2016-01-17 11:40:57.776644+00,2016-01-20 14:05:11.025828+00,3000.0
chrysler,voyager,112000.0,2006.0,2776.0,110.0,van,blue,2017.0,auto,5.0,4.0,diesel,2016-01-17 11:41:49.547866+00,2016-01-20 14:18:36.726648+00,7500.0
audi,a5,33400.0,2011.0,1798.0,118.0,coupe,black,2017.0,man,5.0,4.0,gasoline,2016-01-17 11:41:49.706132+00,2016-01-20 14:18:37.380002+00,21990.0
citroen,c2,58244.0,2004.0,1360.0,54.0,compact,yellow,2016.0,man,2.0,4.0,gasoline,2016-01-17 12:30:14.595244+00,2016-01-20 14:22:03.409781+00,3450.0
seat,leon,199874.0,2000.0,1781.0,92.0,compact,red,2016.0,man,4.0,5.0,gasoline,2016-01-17 12:30:15.486206+00,2016-01-20 14:19:40.942996+00,2000.0
fiat,500,12349.0,2013.0,875.0,63.0,compact,grey,2017.0,auto,2.0,4.0,gasoline,2016-01-17 12:30:17.705305+00,2016-01-20 14:19:45.628111+00,13950.0
fiat,punto,81000.0,2009.0,1368.0,70.0,van,black,2016.0,man,2.0,4.0,gasoline,2016-01-17 12:36:24.160467+00,2016-01-20 14:22:00.665209+00,6495.0
smart,fortwo,55000.0,2009.0,999.0,45.0,coupe,black,2016.0,auto,2.0,2.0,gasoline,2016-01-17 12:45:35.558727+00,2016-01-20 14:22:14.697839+00,3850.0
seat,alhambra,255000.0,2007.0,1968.0,103.0,van,grey,2016.0,man,5.0,5.0,diesel,2016-01-17 12:51:37.590732+00,2016-07-03 17:08:23.500893+00,3000.0
toyota,corolla,184764.0,2006.0,1398.0,71.0,compact,white,2016.0,man,2.0,5.0,gasoline,2016-01-17 13:11:29.847576+00,2016-01-20 14:22:40.940394+00,3999.0
citroen,xsara,210035.0,1998.0,1587.0,65.0,compact,red,2016.0,man,2.0,5.0,gasoline,2016-01-17 13:11:33.61652+00,2016-01-20 14:22:49.46459+00,600.0
ford,transit,230000.0,2002.0,2402.0,66.0,van,blue,2016.0,man,4.0,7.0,diesel,2016-01-17 13:11:35.676382+00,2016-07-03 17:02:09.312065+00,1500.0
suzuki,vitara,170000.0,1989.0,1590.0,59.0,other,black,2017.0,man,3.0,4.0,gasoline,2016-01-17 13:11:36.103628+00,2016-01-20 14:23:01.004204+00,2650.0
hyundai,coupe,245000.0,2004.0,1975.0,105.0,coupe,black,2016.0,man,2.0,4.0,gasoline,2016-01-17 13:11:37.012008+00,2016-01-20 14:23:04.807794+00,1600.0
citroen,c3,183287.0,2003.0,1587.0,80.0,compact,grey,2016.0,man,4.0,5.0,gasoline,2016-01-17 13:11:42.343203+00,2016-01-20 14:23:47.713117+00,2600.0
opel,astra,208085.0,2000.0,1700.0,50.0,compact,grey,2016.0,man,4.0,5.0,diesel,2016-01-17 13:11:44.44911+00,2016-01-20 14:23:52.869662+00,500.0
suzuki,swift,71000.0,2009.0,1328.0,68.0,compact,blue,2017.0,man,2.0,4.0,gasoline,2016-01-17 13:11:44.923661+00,2016-01-20 14:23:53.8749+00,7950.0
mini,one,87350.0,2008.0,1598.0,66.0,convertible,blue,2016.0,man,2.0,4.0,gasoline,2016-01-17 13:11:49.160225+00,2016-01-20 14:24:09.758994+00,9800.0
fiat,punto,115000.0,2009.0,1368.0,88.0,van,white,2017.0,man,2.0,4.0,gasoline,2016-01-17 13:11:50.321131+00,2016-01-20 14:24:17.187246+00,6850.0
mazda,323,150000.0,1999.0,1489.0,65.0,compact,blue,2017.0,man,4.0,5.0,gasoline,2016-01-17 13:11:52.404701+00,2016-01-20 14:24:25.081075+00,1450.0
audi,a3,161000.0,2009.0,1598.0,77.0,convertible,blue,2017.0,man,2.0,4.0,diesel,2016-01-17 13:11:56.236553+00,2016-07-03 17:06:09.137527+00,9850.0
opel,astra,133000.0,1997.0,1798.0,85.0,convertible,red,2016.0,man,2.0,5.0,gasoline,2016-01-17 13:11:56.817529+00,2016-01-20 14:25:26.657679+00,2000.0
smart,fortwo,70000.0,2011.0,999.0,52.0,convertible,black,2016.0,auto,2.0,2.0,gasoline,2016-01-17 13:11:57.812102+00,2016-01-20 14:25:33.245159+00,7600.0
audi,a3,162684.0,2005.0,1984.0,147.0,compact,black,2016.0,man,4.0,5.0,gasoline,2016-01-17 13:11:59.231268+00,2016-01-20 14:25:42.911349+00,6900.0
toyota,yaris,135000.0,2000.0,1299.0,63.0,compact,grey,2016.0,man,2.0,5.0,gasoline,2016-01-17 13:12:00.686506+00,2016-07-03 18:49:27.680949+00,2399.0
ford,ka,105367.0,2000.0,1299.0,44.0,compact,red,2016.0,man,2.0,4.0,gasoline,2016-01-17 13:12:03.098436+00,2016-01-20 14:26:10.575549+00,1000.0
opel,corsa,180000.0,2001.0,1199.0,55.0,compact,black,2016.0,man,2.0,5.0,gasoline,2016-01-17 17:39:04.562032+00,2016-01-20 18:26:52.924141+00,1500.0
