maker,model,mileage,manufacture_year,engine_displacement,engine_power,body_type,color_slug,stk_year,transmission,door_count,seat_count,fuel_type,date_created,date_last_seen,price_eur
citroen,evasion,281000.0,1996.0,1905.0,68.0,van,red,2016.0,man,5.0,7.0,diesel,2016-01-17 17:39:33.440261+00,2016-01-20 18:29:12.492549+00,500.0
opel,tigra,126600.0,1998.0,1598.0,78.0,coupe,silver,2016.0,man,3.0,4.0,gasoline,2016-01-17 17:39:34.639654+00,2016-01-20 18:29:47.413166+00,1200.0
opel,astra,141000.0,2006.0,1910.0,110.0,coupe,black,2017.0,man,5.0,5.0,gasoline,2016-01-17 17:39:36.765179+00,2016-01-20 18:30:05.462221+00,5900.0
fiat,multipla,220000.0,2001.0,1596.0,76.0,transporter,grey,2018.0,man,5.0,6.0,gasoline,2016-01-17 17:39:37.039621+00,2016-01-20 18:30:07.392484+00,1700.0
opel,tigra,207130.0,1998.0,1598.0,78.0,coupe,black,2017.0,man,2.0,4.0,gasoline,2016-01-17 17:39:38.003228+00,2016-01-20 18:30:17.496267+00,2000.0
hyundai,getz,121587.0,2004.0,1341.0,60.0,compact,black,2017.0,man,4.0,5.0,gasoline,2016-01-17 17:39:40.688708+00,2016-07-03 17:05:38.748387+00,2150.0
kia,sportage,101650.0,2006.0,1975.0,104.0,van,grey,2016.0,man,4.0,5.0,gasoline,2016-01-17 17:39:41.537323+00,2016-01-20 18:31:24.068421+00,6750.0
audi,a3,214000.0,2005.0,1896.0,77.0,compact,black,2016.0,man,4.0,5.0,diesel,2016-01-17 17:39:43.38261+00,2016-01-20 18:31:36.302888+00,5950.0
opel,meriva,136000.0,2005.0,1598.0,74.0,van,red,2016.0,auto,4.0,5.0,gasoline,2016-01-17 17:39:45.162227+00,2016-01-20 18:31:47.893011+00,4700.0
mini,one,45200.0,2012.0,1598.0,72.0,convertible,white,2017.0,man,2.0,4.0,gasoline,2016-01-17 17:39:47.837595+00,2016-01-20 18:32:08.74566+00,13500.0
citroen,c2,141900.0,2009.0,1398.0,50.0,compact,grey,2016.0,man,2.0,4.0,diesel,2016-01-17 17:39:58.921388+00,2016-07-03 16:57:41.800278+00,3990.0
audi,coupe,154000.0,2000.0,1781.0,132.0,coupe,silver,2016.0,man,2.0,4.0,gasoline,2016-01-17 19:01:30.892422+00,2016-01-20 19:48:50.43645+00,4999.0
citroen,c4-picasso,180700.0,2010.0,1560.0,80.0,van,silver,2017.0,man,5.0,7.0,diesel,2016-01-17 19:01:58.997736+00,2016-07-03 18:46:41.263955+00,5500.0
rover,25,203000.0,2004.0,1396.0,76.0,compact,green,2016.0,man,3.0,5.0,gasoline,2016-01-17 20:16:16.230121+00,2016-01-20 21:12:14.612438+00,3895.0
hyundai,coupe,29500.0,2007.0,1599.0,77.0,coupe,black,2016.0,man,3.0,4.0,gasoline,2016-01-17 20:16:17.348008+00,2016-01-20 21:12:18.0775+00,6500.0
mini,cooper,20300.0,2013.0,1598.0,90.0,convertible,white,2016.0,man,2.0,4.0,gasoline,2016-01-17 20:16:17.380524+00,2016-01-20 21:12:18.279825+00,17995.0
seat,altea,137945.0,2011.0,1197.0,77.0,van,white,2017.0,man,4.0,5.0,gasoline,2016-01-17 20:16:18.042396+00,2016-01-20 21:12:23.291374+00,9250.0
ford,ka,200010.0,2003.0,1299.0,51.0,compact,blue,2016.0,man,2.0,4.0,gasoline,2016-01-17 20:16:19.414921+00,2016-01-20 21:13:07.432142+00,800.0
chevrolet,impala,7178.0,1966.0,4638.0,143.0,convertible,red,2016.0,man,2.0,6.0,gasoline,2016-01-17 22:10:56.72237+00,2016-01-20 22:50:14.973298+00,16950.0
ford,puma,30199.0,1999.0,1388.0,66.0,coupe,grey,2017.0,man,2.0,4.0,gasoline,2016-01-17 22:11:00.958833+00,2016-01-20 22:50:42.679664+00,800.0
opel,calibra,226000.0,1996.0,1998.0,85.0,coupe,violet,2017.0,man,2.0,4.0,gasoline,2016-01-17 22:11:05.368547+00,2016-07-03 18:39:41.981546+00,650.0
opel,corsa,156000.0,2001.0,1199.0,55.0,compact,silver,2018.0,man,4.0,5.0,gasoline,2016-01-17 22:11:06.417902+00,2016-01-20 22:50:58.912324+00,2000.0
mitsubishi,space,132000.0,2001.0,1299.0,60.0,van,silver,2018.0,man,4.0,5.0,gasoline,2016-01-17 22:11:06.644754+00,2016-01-20 22:51:01.39702+00,2390.0
seat,leon,173168.0,2000.0,1595.0,74.0,compact,blue,2016.0,man,4.0,5.0,gasoline,2016-01-17 22:11:06.753165+00,2016-01-20 22:51:01.595657+00,3000.0
toyota,celica,121400.0,2000.0,1794.0,105.0,coupe,silver,2017.0,man,2.0,4.0,gasoline,2016-01-17 22:11:09.852796+00,2016-07-03 18:39:27.386172+00,4500.0
audi,coupe,92300.0,2006.0,1984.0,147.0,coupe,black,2016.0,man,2.0,4.0,gasoline,2016-01-17 22:11:10.630309+00,2016-07-03 17:08:46.588967+00,12750.0
mitsubishi,eclipse,191200.0,1999.0,1997.0,107.0,coupe,red,2016.0,man,2.0,4.0,gasoline,2016-01-17 22:11:13.569308+00,2016-01-20 22:51:19.904694+00,5000.0
smart,fortwo,125000.0,2004.0,698.0,37.0,coupe,black,2016.0,auto,2.0,2.0,gasoline,2016-01-17 22:11:14.913547+00,2016-01-20 22:51:27.51653+00,2000.0
suzuki,alto,112775.0,2004.0,1061.0,46.0,compact,grey,2016.0,man,4.0,4.0,gasoline,2016-01-17 22:11:15.760066+00,2016-01-20 22:51:28.866983+00,2499.0
fiat,punto,245000.0,2007.0,1368.0,70.0,van,blue,2016.0,man,4.0,5.0,gasoline,2016-01-17 22:11:18.266981+00,2016-01-20 22:51:34.796588+00,2650.0
mercedes-benz,vito,149072.0,2006.0,2148.0,110.0,transporter,white,2016.0,man,4.0,2.0,diesel,2016-01-17 22:11:34.23353+00,2016-01-20 22:52:19.027669+00,8900.0
fiat,500,89000.0,2008.0,1242.0,51.0,compact,white,2016.0,man,2.0,4.0,gasoline,2016-01-17 22:11:34.488622+00,2016-01-20 22:52:21.429737+00,6500.0
fiat,punto,66700.0,2011.0,1242.0,51.0,van,grey,2017.0,man,4.0,5.0,gasoline,2016-01-17 22:11:34.968365+00,2016-01-20 22:52:22.156425+00,7500.0
opel,corsa,220000.0,2004.0,1364.0,66.0,compact,black,2016.0,man,2.0,5.0,gasoline,2016-01-17 22:11:39.457369+00,2016-01-20 22:52:37.130687+00,2350.0
opel,astra,217500.0,2006.0,1910.0,74.0,van,grey,2016.0,man,4.0,5.0,diesel,2016-01-17 22:11:46.04487+00,2016-01-20 22:52:49.418495+00,2800.0
opel,astra,380000.0,1999.0,1598.0,55.0,compact,silver,2016.0,man,4.0,5.0,gasoline,2016-01-17 22:11:52.380626+00,2016-01-20 22:53:01.394445+00,1200.0
opel,meriva,48125.0,2008.0,1598.0,77.0,van,beige,2016.0,auto,4.0,5.0,gasoline,2016-01-17 22:11:58.594524+00,2016-01-20 22:53:11.1767+00,7800.0
opel,corsa,281364.0,2000.0,1686.0,55.0,compact,green,2016.0,man,2.0,5.0,diesel,2016-01-17 22:15:53.572416+00,2016-07-03 18:39:32.492108+00,1449.0
smart,fortwo,26000.0,2012.0,999.0,52.0,coupe,grey,2018.0,auto,3.0,2.0,gasoline,2016-01-17 22:55:29.127686+00,2016-01-21 00:18:25.383818+00,5990.0
fiat,500,66000.0,2012.0,875.0,63.0,compact,grey,2017.0,man,3.0,4.0,gasoline,2016-01-17 22:55:32.045163+00,2016-01-20 23:38:07.250872+00,8650.0
porsche,911,140893.0,2000.0,3600.0,309.0,coupe,grey,2016.0,man,2.0,4.0,gasoline,2016-01-17 22:55:34.164098+00,2016-01-20 23:38:11.997125+00,54950.0
citroen,c3,176512.0,2002.0,1360.0,54.0,compact,gold,2016.0,man,4.0,5.0,gasoline,2016-01-17 22:55:34.485287+00,2016-01-20 23:38:12.938877+00,2500.0
ford,fiesta,264000.0,2005.0,1399.0,50.0,compact,grey,2016.0,man,4.0,5.0,diesel,2016-01-17 22:55:35.192844+00,2016-01-20 23:38:16.082773+00,2800.0
fiat,punto,228500.0,2003.0,1242.0,44.0,compact,bronze,2016.0,man,2.0,5.0,gasoline,2016-01-17 22:55:40.821828+00,2016-01-20 23:38:27.901644+00,1699.0
chevrolet,corvette,21357.0,1970.0,5700.0,188.0,other,blue,2016.0,auto,2.0,2.0,gasoline,2016-01-17 22:55:41.660811+00,2016-01-20 23:38:29.210159+00,33950.0
opel,astra,163000.0,2003.0,1598.0,74.0,coupe,grey,2016.0,man,2.0,4.0,gasoline,2016-01-17 22:56:33.525194+00,2016-01-20 23:39:14.095605+00,2500.0
smart,fortwo,109950.0,2010.0,799.0,40.0,coupe,bronze,2017.0,auto,2.0,2.0,diesel,2016-01-17 23:55:30.220285+00,2016-01-21 00:16:30.757985+00,5900.0
hyundai,getz,150000.0,2004.0,1341.0,60.0,compact,blue,2016.0,man,2.0,5.0,gasoline,2016-01-17 23:55:32.553458+00,2016-01-21 00:16:35.000879+00,1600.0
suzuki,alto,140000.0,2005.0,1061.0,46.0,compact,black,2016.0,man,4.0,4.0,gasoline,2016-01-17 23:55:34.213018+00,2016-01-21 00:16:38.785072+00,1650.0
opel,corsa,62251.0,2004.0,998.0,44.0,compact,black,2016.0,man,2.0,5.0,gasoline,2016-01-17 23:55:34.338675+00,2016-01-21 00:16:38.918827+00,2950.0
fiat,ulysse,180000.0,2004.0,1997.0,80.0,transporter,blue,2017.0,man,5.0,7.0,diesel,2016-01-17 23:56:21.980634+00,2016-01-21 00:16:45.439517+00,3000.0
opel,zafira,54000.0,2011.0,1796.0,103.0,van,blue,2016.0,man,4.0,7.0,gasoline,2016-01-18 01:24:25.868441+00,2016-01-21 01:47:42.850374+00,11000.0
hyundai,accent,183197.0,2005.0,1975.0,63.0,coupe,silver,2016.0,man,2.0,4.0,gasoline,2016-01-18 01:24:32.3095+00,2016-01-21 01:47:57.159618+00,1550.0
opel,corsa,191000.0,2001.0,1389.0,66.0,compact,green,2017.0,man,2.0,5.0,gasoline,2016-01-18 01:24:34.26559+00,2016-01-21 01:48:01.729996+00,2800.0
smart,fortwo,98258.0,2006.0,799.0,30.0,coupe,black,2017.0,auto,2.0,2.0,diesel,2016-01-18 01:24:39.916482+00,2016-01-21 01:48:12.893931+00,3300.0
citroen,berlingo,180454.0,2007.0,1560.0,66.0,van,grey,2016.0,man,4.0,5.0,diesel,2016-01-18 02:02:15.278794+00,2016-07-03 18:44:16.218538+00,4350.0
fiat,punto-evo,172886.0,2011.0,1248.0,55.0,compact,white,2016.0,man,2.0,5.0,diesel,2016-01-18 02:02:15.297334+00,2016-07-03 18:43:21.851082+00,4950.0
opel,agila,174127.0,2008.0,996.0,48.0,compact,blue,2018.0,man,4.0,5.0,gasoline,2016-01-18 02:02:16.071126+00,2016-07-03 18:43:21.843466+00,3450.0
fiat,500,3024.0,2014.0,1242.0,51.0,convertible,black,2017.0,man,2.0,4.0,gasoline,2016-01-18 02:07:50.80109+00,2016-07-03 16:59:14.258853+00,11950.0
bmw,z1,30000.0,1989.0,2494.0,125.0,convertible,green,2016.0,man,2.0,2.0,gasoline,2016-01-18 02:24:16.720177+00,2016-01-21 02:16:14.24112+00,60000.0
nissan,micra,86000.0,2009.0,1240.0,48.0,compact,black,2018.0,man,4.0,5.0,gasoline,2016-01-18 02:36:21.511527+00,2016-01-21 02:46:35.424059+00,3950.0
bmw,z4,80000.0,2005.0,2171.0,125.0,convertible,black,2016.0,man,2.0,2.0,gasoline,2016-01-18 02:47:07.438515+00,2016-01-21 02:47:28.939369+00,11850.0
opel,zafira,209000.0,2007.0,1910.0,110.0,van,black,2016.0,man,4.0,7.0,diesel,2016-01-18 02:59:54.681608+00,2016-01-21 02:47:38.899224+00,4990.0
ford,s-max,162980.0,2008.0,1997.0,103.0,van,grey,2016.0,man,4.0,5.0,diesel,2016-01-18 02:59:54.739028+00,2016-01-21 02:47:39.085382+00,8700.0
opel,corsa,99950.0,2007.0,998.0,44.0,compact,blue,2018.0,man,2.0,5.0,gasoline,2016-01-18 02:59:55.881272+00,2016-07-03 18:46:16.853765+00,3750.0
smart,fortwo,58000.0,2004.0,698.0,37.0,compact,black,2018.0,man,2.0,2.0,gasoline,2016-01-18 02:59:56.206598+00,2016-01-23 17:41:58.928514+00,2500.0
suzuki,swift,62500.0,2010.0,1490.0,75.0,compact,grey,2018.0,auto,4.0,5.0,gasoline,2016-01-18 02:59:56.491291+00,2016-07-03 18:46:16.980464+00,7980.0
smart,forfour,99950.0,2004.0,1332.0,70.0,compact,grey,2018.0,man,4.0,4.0,gasoline,2016-01-18 02:59:56.731899+00,2016-07-03 18:46:17.046444+00,3500.0
fiat,punto-evo,22985.0,2011.0,1242.0,50.0,compact,white,2018.0,man,2.0,5.0,gasoline,2016-01-18 04:44:29.019656+00,2016-01-21 04:09:30.431806+00,7350.0
suzuki,swift,125000.0,2007.0,1328.0,68.0,compact,black,2018.0,man,2.0,4.0,gasoline,2016-01-18 13:07:10.558834+00,2016-01-21 11:53:19.950792+00,3990.0
opel,corsa,176300.0,2004.0,1199.0,55.0,compact,silver,2017.0,man,2.0,5.0,gasoline,2016-01-18 21:22:53.274504+00,2016-01-21 19:15:30.516258+00,2499.0
toyota,aygo,26850.0,2010.0,998.0,50.0,compact,black,2018.0,man,4.0,4.0,gasoline,2016-01-19 02:13:48.254028+00,2016-01-21 23:01:59.020736+00,5850.0
opel,meriva,179000.0,2005.0,1796.0,92.0,van,black,2016.0,man,4.0,5.0,gasoline,2016-01-19 02:13:49.769756+00,2016-01-21 23:02:00.605081+00,2499.0
nissan,gt-r,12.0,2016.0,3799.0,441.0,coupe,white,2018.0,auto,2.0,4.0,gasoline,2016-01-19 02:14:00.42883+00,2016-07-03 18:51:49.603115+00,154998.0
audi,q7,3.0,2016.0,2967.0,200.0,other,black,2018.0,auto,4.0,5.0,diesel,2016-01-19 02:14:04.30931+00,2016-07-03 16:59:35.895477+00,54998.0
mini,one,125000.0,2002.0,1598.0,66.0,compact,blue,2017.0,man,2.0,4.0,gasoline,2016-01-19 02:28:50.499162+00,2016-01-21 23:03:31.729313+00,4900.0
citroen,c4-picasso,98000.0,2009.0,1997.0,110.0,van,black,2017.0,man,4.0,7.0,diesel,2016-01-19 02:31:04.012141+00,2016-01-21 23:03:35.901751+00,9900.0
kia,picanto,81863.0,2007.0,1086.0,48.0,compact,black,2018.0,man,4.0,5.0,gasoline,2016-01-19 02:37:39.024033+00,2016-07-03 16:57:04.607961+00,2790.0
citroen,c2,25200.0,2009.0,1360.0,54.0,compact,black,2017.0,man,2.0,4.0,gasoline,2016-01-19 02:37:45.789824+00,2016-01-21 23:03:54.569879+00,5650.0
smart,fortwo,58000.0,2007.0,999.0,52.0,compact,yellow,2018.0,man,2.0,2.0,gasoline,2016-01-19 02:58:15.279036+00,2016-01-21 23:04:14.023353+00,3490.0
skoda,fabia,35000.0,2012.0,1390.0,132.0,compact,red,2018.0,auto,4.0,5.0,gasoline,2016-01-19 03:06:36.318912+00,2016-01-21 23:32:05.822135+00,12990.0
ford,fiesta,74000.0,2011.0,1388.0,71.0,compact,silver,2018.0,man,5.0,5.0,gasoline,2016-01-19 03:06:42.021117+00,2016-07-03 18:45:04.024533+00,8190.0
citroen,c4-picasso,101804.0,2007.0,1997.0,100.0,van,grey,2018.0,auto,5.0,5.0,diesel,2016-01-19 03:06:42.296055+00,2016-01-21 23:32:16.530789+00,6900.0
seat,ibiza,156098.0,2000.0,1390.0,44.0,compact,yellow,2016.0,man,2.0,5.0,gasoline,2016-01-19 03:06:44.594763+00,2016-01-21 23:32:20.974851+00,590.0
citroen,jumper,65004.0,2011.0,2198.0,74.0,van,white,2018.0,man,4.0,2.0,diesel,2016-01-19 03:35:52.888224+00,2016-07-03 18:41:20.726817+00,9990.0
opel,agila,130000.0,2002.0,973.0,43.0,compact,white,2017.0,man,4.0,4.0,gasoline,2016-01-19 03:35:55.190345+00,2016-01-21 23:38:36.535478+00,1490.0
ford,fiesta,150000.0,2004.0,1299.0,44.0,compact,silver,2018.0,man,2.0,5.0,gasoline,2016-01-19 03:35:55.596001+00,2016-01-21 23:38:37.160943+00,1990.0
suzuki,swift,96000.0,2009.0,1586.0,92.0,compact,silver,2018.0,man,2.0,4.0,gasoline,2016-01-19 03:36:05.449291+00,2016-01-21 23:39:09.223951+00,6499.0
opel,vivaro,180536.0,2004.0,1870.0,74.0,van,red,2017.0,man,4.0,6.0,diesel,2016-01-19 15:48:30.858983+00,2016-01-22 09:41:38.391552+00,8999.0
opel,meriva,157492.0,2004.0,1598.0,64.0,van,black,2018.0,man,4.0,5.0,gasoline,2016-01-19 15:48:30.902525+00,2016-01-22 09:41:38.637698+00,2900.0
opel,corsa,125000.0,2000.0,973.0,40.0,compact,red,2018.0,man,3.0,5.0,gasoline,2016-01-19 15:48:31.07646+00,2016-01-22 09:41:40.329101+00,1399.0
mazda,mx-5,72300.0,1996.0,1598.0,66.0,convertible,black,2018.0,man,2.0,2.0,gasoline,2016-01-19 15:48:49.773315+00,2016-01-22 09:42:36.153054+00,9900.0
nissan,gt-r,77000.0,2011.0,3799.0,390.0,coupe,grey,2018.0,auto,2.0,4.0,gasoline,2016-01-19 15:48:50.359616+00,2016-01-22 09:42:43.449881+00,61880.0
porsche,911,92616.0,1995.0,3600.0,300.0,coupe,silver,2018.0,man,2.0,4.0,gasoline,2016-01-19 15:48:50.567002+00,2016-01-22 09:42:44.233485+00,167993.0
porsche,911,178100.0,1992.0,3600.0,184.0,coupe,violet,2018.0,man,2.0,4.0,gasoline,2016-01-19 15:48:51.80058+00,2016-01-22 09:42:54.12732+00,76500.0
opel,corsa,305000.0,2004.0,1248.0,51.0,compact,grey,2016.0,man,2.0,5.0,diesel,2016-01-19 16:32:55.932626+00,2016-01-22 10:22:12.207839+00,1600.0
mini,one,33150.0,2012.0,1598.0,55.0,compact,white,2018.0,man,2.0,4.0,gasoline,2016-01-19 16:36:13.742491+00,2016-01-22 10:22:50.937545+00,8950.0
ford,transit,99000.0,2010.0,2198.0,63.0,transporter,white,2017.0,man,5.0,3.0,diesel,2016-01-19 16:49:11.928278+00,2016-01-22 10:30:25.193847+00,9900.0
citroen,berlingo,77000.0,2011.0,1556.0,66.0,transporter,white,2016.0,man,5.0,3.0,diesel,2016-01-19 16:54:51.389863+00,2016-01-22 10:31:34.674621+00,8000.0
opel,corsa,181000.0,1999.0,1200.0,48.0,compact,blue,2018.0,man,2.0,5.0,gasoline,2016-01-19 18:32:30.51939+00,2016-01-22 12:01:34.109586+00,950.0
opel,zafira,152000.0,2010.0,1686.0,81.0,van,blue,2017.0,man,5.0,7.0,diesel,2016-01-19 18:32:30.853648+00,2016-01-22 12:01:23.671641+00,6949.0
toyota,iq,113690.0,2009.0,998.0,50.0,compact,red,2017.0,man,3.0,4.0,gasoline,2016-01-19 18:32:31.020079+00,2016-01-22 12:00:18.252+00,4890.0
toyota,yaris,66570.0,2012.0,1329.0,73.0,compact,blue,2017.0,man,3.0,5.0,gasoline,2016-01-19 18:32:31.055253+00,2016-01-22 12:00:19.357376+00,8490.0
toyota,yaris,16900.0,2015.0,998.0,51.0,compact,red,2016.0,man,5.0,5.0,gasoline,2016-01-19 18:32:31.082269+00,2016-01-22 12:00:20.77409+00,12350.0
mini,cooper-s,59950.0,2012.0,1995.0,105.0,convertible,black,2017.0,man,2.0,4.0,diesel,2016-01-19 19:07:43.849153+00,2016-01-22 12:04:20.991252+00,21490.0
chevrolet,matiz,45000.0,2008.0,796.0,38.0,compact,blue,2017.0,man,4.0,5.0,gasoline,2016-01-19 19:07:44.652435+00,2016-01-22 12:04:24.535431+00,2500.0
audi,a5,172537.0,2007.0,2698.0,140.0,coupe,black,2017.0,auto,2.0,4.0,diesel,2016-01-19 19:07:47.350215+00,2016-01-22 12:04:37.695961+00,15500.0
chevrolet,matiz,121541.0,2008.0,796.0,38.0,compact,blue,2018.0,man,4.0,5.0,gasoline,2016-01-19 19:12:22.063642+00,2016-01-22 12:05:06.347611+00,2200.0
nissan,micra,86000.0,2009.0,1240.0,48.0,compact,black,2016.0,man,4.0,5.0,gasoline,2016-01-19 21:54:26.29655+00,2016-01-22 14:11:23.239059+00,5800.0
opel,agila,83300.0,2008.0,1242.0,63.0,compact,silver,2018.0,man,4.0,5.0,gasoline,2016-01-20 02:00:18.869754+00,2016-01-22 16:48:58.253088+00,5650.0
chrysler,grand-voyager,122100.0,2006.0,2776.0,110.0,van,black,2017.0,auto,4.0,7.0,diesel,2016-01-20 02:12:43.722405+00,2016-01-22 17:21:38.32376+00,7990.0
fiat,panda,52000.0,2008.0,1242.0,44.0,compact,orange,2018.0,man,4.0,4.0,gasoline,2016-01-20 02:12:44.370508+00,2016-01-22 17:21:40.739626+00,4350.0
opel,corsa,130000.0,2001.0,1199.0,55.0,compact,green,2018.0,man,2.0,5.0,gasoline,2016-01-20 02:12:47.317883+00,2016-01-22 17:21:56.947332+00,2200.0
audi,q7,3.0,2016.0,2967.0,200.0,other,black,2018.0,auto,4.0,5.0,diesel,2016-01-20 02:13:50.928952+00,2016-07-03 18:44:06.323837+00,54998.0
kia,carnival,125000.0,2008.0,2902.0,136.0,van,black,2017.0,man,4.0,7.0,diesel,2016-01-20 02:22:04.798865+00,2016-01-22 17:23:48.823313+00,7000.0
fiat,ulysse,200000.0,2004.0,2179.0,94.0,van,grey,2017.0,man,4.0,7.0,diesel,2016-01-20 02:30:12.940955+00,2016-01-22 17:25:35.617977+00,3400.0
mazda,mx-5,155000.0,2002.0,1598.0,81.0,convertible,black,2017.0,man,2.0,5.0,gasoline,2016-01-20 02:30:12.979026+00,2016-01-22 17:25:36.231212+00,2850.0
porsche,924,20664.0,1988.0,2449.0,118.0,coupe,red,2018.0,man,2.0,4.0,gasoline,2016-01-20 02:47:10.519571+00,2016-07-03 17:05:24.096713+00,17900.0
chevrolet,orlando,100000.0,2012.0,1796.0,104.0,van,grey,2017.0,auto,4.0,7.0,gasoline,2016-01-20 02:47:10.900863+00,2016-01-22 17:28:23.920014+00,11750.0
fiat,punto,92810.0,2007.0,1242.0,44.0,compact,black,2018.0,man,2.0,5.0,gasoline,2016-01-20 02:59:42.720383+00,2016-01-22 17:29:35.521539+00,2890.0
ford,galaxy,176000.0,2002.0,1896.0,110.0,van,silver,2018.0,man,4.0,7.0,diesel,2016-01-20 02:59:47.663935+00,2016-01-22 17:29:53.484286+00,4590.0
smart,fortwo,89980.0,2010.0,999.0,52.0,compact,white,2016.0,auto,2.0,2.0,gasoline,2016-01-20 02:59:51.179692+00,2016-07-03 17:01:35.634673+00,5250.0
smart,fortwo,100000.0,2001.0,599.0,45.0,compact,yellow,2016.0,auto,2.0,2.0,gasoline,2016-01-20 02:59:58.345499+00,2016-07-03 18:51:46.669095+00,890.0
kia,picanto,49050.0,2012.0,998.0,51.0,compact,beige,2018.0,man,5.0,5.0,gasoline,2016-01-20 06:24:01.952724+00,2016-01-22 20:23:00.394462+00,7950.0
bmw,m3,120564.0,2005.0,3246.0,252.0,coupe,blue,2017.0,man,2.0,5.0,gasoline,2016-01-20 10:03:15.310451+00,2016-01-22 22:36:31.238971+00,27450.0
citroen,nemo,22050.0,2013.0,1248.0,55.0,van,white,2018.0,man,4.0,2.0,diesel,2016-01-20 16:04:58.946501+00,2016-01-23 04:19:34.420912+00,7950.0
nissan,note,5.0,2015.0,1198.0,59.0,van,silver,2018.0,man,5.0,5.0,gasoline,2016-01-20 16:05:26.667666+00,2016-01-23 04:24:38.170203+00,13395.0
mazda,mpv,234000.0,2005.0,1998.0,100.0,van,black,2016.0,man,4.0,6.0,diesel,2016-01-20 17:55:52.805393+00,2016-07-03 17:01:09.181127+00,2400.0
ford,transit,40255.0,1987.0,2500.0,50.0,van,beige,2017.0,man,4.0,9.0,diesel,2016-01-20 17:55:54.670481+00,2016-01-23 06:20:27.885003+00,4990.0
opel,corsa,26680.0,2011.0,1229.0,51.0,compact,grey,2018.0,man,2.0,5.0,gasoline,2016-01-20 17:56:01.781851+00,2016-01-23 06:20:58.839169+00,7480.0
skoda,fabia,244000.0,2000.0,1397.0,50.0,compact,blue,2016.0,man,4.0,5.0,gasoline,2016-01-20 17:56:04.127058+00,2016-01-23 06:21:07.606395+00,850.0
audi,a1,44000.0,2011.0,1197.0,63.0,compact,black,2016.0,man,2.0,4.0,gasoline,2016-01-20 19:23:33.511139+00,2016-01-23 07:48:57.698755+00,10950.0
opel,calibra,233000.0,1995.0,1998.0,85.0,coupe,green,2016.0,man,2.0,4.0,gasoline,2016-01-20 19:23:40.807499+00,2016-01-23 07:49:07.733528+00,1200.0
mercedes-benz,viano,195000.0,2008.0,2148.0,110.0,van,blue,2018.0,auto,5.0,7.0,diesel,2016-01-20 22:56:25.836251+00,2016-01-23 12:29:41.401184+00,15000.0
opel,corsa,153103.0,2001.0,973.0,43.0,compact,red,2016.0,man,2.0,5.0,gasoline,2016-01-20 22:56:28.222791+00,2016-01-23 12:30:04.115557+00,1000.0
opel,corsa,145452.0,1996.0,1195.0,33.0,coupe,blue,2018.0,man,3.0,5.0,gasoline,2016-01-20 22:57:00.895669+00,2016-01-23 12:35:27.860374+00,799.0
citroen,c3,140000.0,2003.0,1360.0,54.0,convertible,orange,2016.0,man,2.0,4.0,gasoline,2016-01-20 22:57:06.666974+00,2016-01-23 12:36:44.860027+00,3800.0
fiat,grande-punto,106000.0,2009.0,1248.0,51.0,other,blue,2016.0,man,3.0,5.0,diesel,2016-01-20 22:57:07.549318+00,2016-01-23 12:37:58.415688+00,6900.0
toyota,aygo,69000.0,2010.0,998.0,50.0,compact,silver,2016.0,man,4.0,4.0,gasoline,2016-01-21 02:38:05.018112+00,2016-01-23 17:25:16.962683+00,4980.0
seat,cordoba,159000.0,1999.0,1598.0,55.0,compact,silver,2018.0,man,4.0,5.0,gasoline,2016-01-21 02:45:07.666617+00,2016-01-23 17:29:16.783586+00,1450.0
audi,coupe,250035.0,1985.0,2200.0,100.0,coupe,white,2017.0,man,2.0,5.0,gasoline,2016-01-21 02:45:08.466981+00,2016-01-23 17:30:24.782391+00,13990.0
smart,fortwo,132500.0,2004.0,799.0,30.0,compact,black,2017.0,auto,2.0,2.0,diesel,2016-01-21 02:45:10.807932+00,2016-01-23 17:32:09.542307+00,2500.0
smart,fortwo,14500.0,2012.0,999.0,52.0,compact,brown,2018.0,auto,2.0,2.0,gasoline,2016-01-21 02:45:10.883722+00,2016-01-23 17:32:42.080945+00,6800.0
smart,fortwo,29500.0,2011.0,999.0,45.0,compact,white,2018.0,auto,2.0,2.0,gasoline,2016-01-21 02:45:10.979659+00,2016-01-23 17:32:44.016329+00,5800.0
seat,ibiza,126778.0,2009.0,1896.0,66.0,compact,grey,2018.0,man,4.0,5.0,diesel,2016-01-21 02:51:04.425001+00,2016-01-23 18:14:06.13864+00,5550.0
mazda,2,132381.0,2007.0,1998.0,105.0,van,blue,2017.0,man,4.0,7.0,diesel,2016-01-21 02:51:04.448175+00,2016-01-23 18:14:06.693132+00,6750.0
nissan,juke,55000.0,2012.0,1598.0,86.0,compact,white,2017.0,man,4.0,5.0,gasoline,2016-01-21 02:59:52.044193+00,2016-07-03 18:43:46.792962+00,9900.0
audi,a2,204000.0,2005.0,1390.0,55.0,compact,silver,2016.0,man,4.0,4.0,gasoline,2016-01-21 02:59:52.076205+00,2016-01-23 18:17:48.208794+00,4990.0
citroen,berlingo,100.0,2015.0,1598.0,88.0,van,black,2018.0,man,4.0,5.0,gasoline,2016-01-21 03:06:20.015268+00,2016-01-23 18:17:57.046957+00,15690.0
opel,corsa,99000.0,2003.0,1199.0,55.0,compact,silver,2018.0,man,2.0,5.0,gasoline,2016-01-21 03:06:22.88877+00,2016-01-23 18:19:49.814445+00,2470.0
